Title,Length.All PlayStyles.Average,Length.All PlayStyles.Leisure,Length.All PlayStyles.Median,Length.All PlayStyles.Polled,Length.All PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Polled,Length.Completionists.Rushed,Length.Main + Extras.Average,Length.Main + Extras.Leisure,Length.Main + Extras.Median,Length.Main + Extras.Polled,Length.Main + Extras.Rushed,Length.Main Story.Average,Length.Main Story.Leisure,Length.Main Story.Median,Length.Main Story.Polled,Length.Main Story.Rushed,Release.Console,Publisher,Publisher Location,Publisher Established,Notable games published,Publisher Notes,Features.Max Players,Metadata.Genres,Metadata.Publishers,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Rating,Release.Year
Justice League Heroes,10.366666666666667,14.383333333333333,5.0,3.0,6.333333333333333,21.1,21.1,21.1,1.0,21.1,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,2.0,5.0,Nintendo DS,,,,,,1,Action,,43,0.08,17.95,E,2006
Innocent Life: A Futuristic Harvest Moon,33.733333333333334,33.733333333333334,33.733333333333334,1.0,33.733333333333334,0.0,0.0,0.0,0.0,0.0,33.733333333333334,33.733333333333334,33.733333333333334,1.0,33.733333333333334,0.0,0.0,0.0,0.0,0.0,Sony PSP,,,,,,1,"Role-Playing (RPG),Simulation,Strategy",,67,0.08,17.95,E,2006
Power Stone Collection,8.366666666666667,8.366666666666667,8.366666666666667,1.0,8.366666666666667,0.0,0.0,0.0,0.0,0.0,8.366666666666667,8.366666666666667,8.366666666666667,1.0,8.366666666666667,0.0,0.0,0.0,0.0,0.0,Sony PSP,Capcom,"Osaka, Japan",1979.0,"*Mega Man* series
*Street Fighter* series
*Resident Evil* series
*Devil May Cry* series",video game developer,1,Action,Capcom,74,0.08,14.95,M,2006
EA Replay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sony PSP,EA,"Redwood City, California, United States",1982.0,"*Battlefield* series
*Medal of Honor* series
*The Sims* series
*The Need for Speed* series",Electronic Arts; video game developer,4,"Action,Role-Playing (RPG),Simulation,Sports,Strategy",EA,56,0.07,14.95,E,2006
Open Season,5.466666666666667,7.3,3.75,8.0,3.4333333333333336,7.616666666666667,9.016666666666667,8.5,4.0,5.766666666666667,2.25,2.25,2.25,1.0,2.25,3.6666666666666665,3.783333333333333,3.5,3.0,3.533333333333333,Nintendo Wii,Ubisoft,"Montreuil-sous-Bois, France",1986.0,"*Rayman* series
*Assassin's Creed* series
*Far Cry* series
*Ghost Recon* series
*Splinter Cell* series
*Just Dance* series",video game developer,4,Action,Ubisoft,49,0.07,17.95,M,2006
Samurai Warriors 2,46.18333333333333,53.41666666666666,47.5,8.0,38.41666666666666,53.36666666666667,55.86666666666667,50.11666666666667,3.0,50.86666666666667,44.85,47.63333333333333,44.38333333333333,4.0,42.3,30.0,30.0,30.0,1.0,30.0,X360,,,,,,4,Action,,52,0.07,14.95,M,2006
Far Cry: Vengeance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nintendo Wii,Ubisoft,"Montreuil-sous-Bois, France",1986.0,"*Rayman* series
*Assassin's Creed* series
*Far Cry* series
*Ghost Recon* series
*Splinter Cell* series
*Just Dance* series",video game developer,2,Action,Ubisoft,38,0.07,16.95,E,2006
Import Tuner Challenge,34.666666666666664,38.41666666666666,39.0,3.0,30.916666666666668,40.0,40.0,40.0,1.0,40.0,39.0,39.0,39.0,1.0,39.0,25.0,25.0,25.0,1.0,25.0,X360,Ubisoft,"Montreuil-sous-Bois, France",1986.0,"*Rayman* series
*Assassin's Creed* series
*Far Cry* series
*Ghost Recon* series
*Splinter Cell* series
*Just Dance* series",video game developer,2,Racing / Driving,Ubisoft,54,0.07,17.95,E,2006
Contact,15.6,21.03333333333333,14.583333333333334,20.0,11.033333333333331,21.383333333333333,23.03333333333333,21.766666666666666,5.0,18.866666666666667,21.383333333333333,23.633333333333333,19.183333333333337,3.0,19.133333333333333,11.75,13.566666666666666,11.733333333333333,12.0,9.35,Nintendo DS,,,,,,1,"Adventure,Role-Playing (RPG)",,73,0.07,14.95,E,2006
Touch Detective,6.9,8.75,6.133333333333334,11.0,5.583333333333333,8.35,9.583333333333334,8.0,3.0,7.116666666666666,7.5,7.75,7.5,2.0,7.25,5.983333333333333,6.983333333333333,6.0,6.0,5.316666666666666,Nintendo DS,,,,,,1,Adventure,,60,0.07,14.95,T,2006
FIFA Street 2,25.716666666666665,33.916666666666664,20.0,6.0,20.916666666666668,31.78333333333333,38.03333333333333,30.366666666666667,3.0,25.53333333333333,20.0,20.0,20.0,1.0,20.0,19.5,19.75,19.5,2.0,19.25,Sony PSP,EA,"Redwood City, California, United States",1982.0,"*Battlefield* series
*Medal of Honor* series
*The Sims* series
*The Need for Speed* series",Electronic Arts; video game developer,1,Sports,EA,58,0.07,17.95,T,2006
007: From Russia with Love,6.383333333333334,6.716666666666667,6.5,11.0,5.883333333333333,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,1.0,7.0,6.333333333333333,6.65,6.266666666666667,10.0,5.816666666666666,Sony PSP,EA,"Redwood City, California, United States",1982.0,"*Battlefield* series
*Medal of Honor* series
*The Sims* series
*The Need for Speed* series",Electronic Arts; video game developer,1,"Action,Racing / Driving",EA,61,0.07,17.95,T,2006
PaRappa the Rapper,1.7,3.7666666666666666,1.4166666666666667,21.0,1.1,3.3,3.3,3.3,1.0,3.3,4.5,5.25,4.5,2.0,3.75,1.3,1.85,1.1166666666666667,18.0,0.9333333333333332,Sony PSP,Sony,"San Mateo, California, United States",1993.0,"*Ratchet & Clank* series
*Jak and Daxter* series
*God of War* series
*Killzone* series
*Uncharted* series
*Resistance* series",a.k.a. Sony Interactive Entertainment; publishing under the PlayStation Studios label since 2020,1,Action,Sony,67,0.07,12.95,T,2006
Riviera: The Promised Land,24.316666666666663,28.3,24.266666666666666,28.0,21.066666666666663,0.0,0.0,0.0,0.0,0.0,24.683333333333337,27.666666666666668,24.0,11.0,22.166666666666668,24.1,28.316666666666663,24.53333333333333,17.0,21.08333333333333,Sony PSP,,,,,,1,Role-Playing (RPG),,68,0.07,17.95,M,2006
Samurai Warriors: State of War,10.5,10.5,10.5,1.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,10.5,10.5,1.0,10.5,Sony PSP,,,,,,1,Action,,64,0.07,17.95,E,2006
Viewtiful Joe: Red Hot Rumble,10.566666666666666,13.616666666666667,9.9,3.0,7.516666666666667,0.0,0.0,0.0,0.0,0.0,13.45,15.216666666666669,13.45,2.0,11.666666666666666,4.8,4.8,4.8,1.0,4.8,Sony PSP,Capcom,"Osaka, Japan",1979.0,"*Mega Man* series
*Street Fighter* series
*Resident Evil* series
*Devil May Cry* series",video game developer,1,Action,Capcom,63,0.07,14.95,E,2006
Ice Age 2: The Meltdown,9.25,11.933333333333334,8.5,4.0,6.933333333333334,0.0,0.0,0.0,0.0,0.0,13.5,14.25,13.5,2.0,12.75,5.0,5.0,5.0,2.0,5.0,Nintendo Wii,,,,,,1,Action,,66,0.07,17.95,E,2006
Rumble Roses XX,119.25,158.8,126.0,4.0,76.3,127.0,168.25,156.0,3.0,85.75,96.0,96.0,96.0,1.0,96.0,0.0,0.0,0.0,0.0,0.0,X360,Konami,"Tokyo, Japan",1969.0,"*Castlevania*
*Metal Gear*
*Contra*
*International Superstar Soccer*
*Silent Hill*
*Gradius*
*Pro Evolution Soccer*",,4,"Action,Sports",Konami,62,0.06,17.95,E,2006
Bionicle Heroes,15.3,27.05,12.883333333333333,11.0,9.4,17.233333333333334,18.883333333333333,18.33333333333333,5.0,15.333333333333334,24.0,32.0,24.0,2.0,16.0,8.55,9.566666666666666,9.75,4.0,6.916666666666667,Nintendo DS,Eidos,"London, England, United Kingdom",1990.0,"*Tomb Raider* series
*Hitman* series
*Championship Manager series*","Eidos Interactive; absorbed by Square Enix Europe in 2009. Several assets including Crystal 
Dynamics, Eidos-Montreal, along with related franchises like *Tomb Raider* 
were acquired by Embracer Group in 2022",1,Action,Eidos,72,0.06,16.95,T,2006
Deep Labyrinth,13.566666666666666,13.566666666666666,13.566666666666666,1.0,13.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.566666666666666,13.566666666666666,13.566666666666666,1.0,13.566666666666666,Nintendo DS,,,,,,1,Role-Playing (RPG),,57,0.06,10.95,T,2006
Blade Dancer: Lineage of Light,29.28333333333333,29.683333333333337,29.5,3.0,28.866666666666667,28.35,28.35,28.35,1.0,28.35,0.0,0.0,0.0,0.0,0.0,29.75,29.866666666666667,29.75,2.0,29.616666666666667,Sony PSP,,,,,,1,Role-Playing (RPG),,60,0.06,16.95,E,2006
Every Extend Extra,12.0,12.0,12.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,1.0,12.0,Sony PSP,,,,,,1,Action,,74,0.06,11.95,E,2006
Ultimate Ghosts 'N' Goblins,6.15,9.4,5.5,6.0,3.6666666666666665,12.95,12.95,12.95,1.0,12.95,6.983333333333333,7.483333333333333,6.983333333333333,2.0,6.483333333333333,3.333333333333333,4.216666666666667,3.5,3.0,2.45,Sony PSP,Capcom,"Osaka, Japan",1979.0,"*Mega Man* series
*Street Fighter* series
*Resident Evil* series
*Devil May Cry* series",video game developer,1,Action,Capcom,72,0.06,17.95,E,2006
Xiaolin Showdown,9.45,12.05,6.0,3.0,6.85,16.383333333333333,16.383333333333333,16.383333333333333,1.0,16.383333333333333,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,2.0,6.0,Sony PSP,Konami,"Tokyo, Japan",1969.0,"*Castlevania*
*Metal Gear*
*Contra*
*International Superstar Soccer*
*Silent Hill*
*Gradius*
*Pro Evolution Soccer*",,1,Action,Konami,44,0.06,14.95,M,2006
Bionicle Heroes,15.3,27.05,12.883333333333333,11.0,9.4,17.233333333333334,18.883333333333333,18.33333333333333,5.0,15.333333333333334,24.0,32.0,24.0,2.0,16.0,8.55,9.566666666666666,9.75,4.0,6.916666666666667,X360,Eidos,"London, England, United Kingdom",1990.0,"*Tomb Raider* series
*Hitman* series
*Championship Manager series*","Eidos Interactive; absorbed by Square Enix Europe in 2009. Several assets including Crystal 
Dynamics, Eidos-Montreal, along with related franchises like *Tomb Raider* 
were acquired by Embracer Group in 2022",1,Action,Eidos,59,0.06,14.95,T,2006
Bullet Witch,8.533333333333333,11.5,7.5,12.0,5.5,15.0,15.0,15.0,1.0,15.0,12.416666666666666,12.85,13.0,3.0,11.966666666666669,6.266666666666667,8.133333333333333,6.283333333333333,8.0,4.633333333333333,X360,Atari,"Sunnyvale, California, United States",1972.0,"*Pong*
*Breakout*
*Asteroids*
*Centipede*","bought by Warner Bros. in 1976; closed 1984, assets split between Atari 
Corporation and Atari Games",1,Action,Atari,55,0.06,16.95,M,2006
Death Jr. II: Root of Evil,9.7,11.533333333333331,9.7,2.0,7.85,0.0,0.0,0.0,0.0,0.0,13.383333333333333,13.383333333333333,13.383333333333333,1.0,13.383333333333333,6.016666666666667,6.016666666666667,6.016666666666667,1.0,6.016666666666667,Sony PSP,Konami,"Tokyo, Japan",1969.0,"*Castlevania*
*Metal Gear*
*Contra*
*International Superstar Soccer*
*Silent Hill*
*Gradius*
*Pro Evolution Soccer*",,2,Action,Konami,68,0.05,14.95,E,2006
Alex Rider: Stormbreaker,6.5,6.5,6.5,1.0,6.5,6.5,6.5,6.5,1.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nintendo DS,THQ,"Agoura Hills, California, United States",1989.0,"*Red Faction* series
*S.T.A.L.K.E.R.: Shadow of Chernobyl*
*Saints Row* series
*Tak and the Power of Juju*
*Destroy All Humans! series*","video game developer; Nordic Games (now THQ Nordic) revived the THQ brand 
in 2016, and all THQ franchises folded to THQ Nordic",1,"Action,Adventure",THQ,48,0.05,12.95,M,2006
Cartoon Network Racing,14.866666666666667,14.866666666666667,14.866666666666667,1.0,14.866666666666667,14.866666666666667,14.866666666666667,14.866666666666667,1.0,14.866666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nintendo DS,,,,,,1,Racing / Driving,,55,0.05,14.95,E,2006
Guilty Gear: Dust Strikers,0.3166666666666666,0.3166666666666666,0.3166666666666666,2.0,0.3166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3166666666666666,0.3166666666666666,0.3166666666666666,2.0,0.3166666666666666,Nintendo DS,,,,,,1,Action,,60,0.05,14.95,E,2006
Lara Croft Tomb Raider: Legend,9.15,19.28333333333333,8.0,203.0,5.9,15.85,22.95,16.0,26.0,10.95,8.883333333333333,11.333333333333334,8.45,63.0,5.95,7.766666666666667,12.5,7.416666666666667,114.0,6.05,Nintendo DS,Eidos,"London, England, United Kingdom",1990.0,"*Tomb Raider* series
*Hitman* series
*Championship Manager series*","Eidos Interactive; absorbed by Square Enix Europe in 2009. Several assets including Crystal 
Dynamics, Eidos-Montreal, along with related franchises like *Tomb Raider* 
were acquired by Embracer Group in 2022",1,"Action,Racing / Driving",Eidos,58,0.05,17.95,E,2006
Worms: Open Warfare,9.116666666666667,9.55,9.116666666666667,2.0,8.683333333333334,10.0,10.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,8.25,8.25,8.25,1.0,8.25,Nintendo DS,THQ,"Agoura Hills, California, United States",1989.0,"*Red Faction* series
*S.T.A.L.K.E.R.: Shadow of Chernobyl*
*Saints Row* series
*Tak and the Power of Juju*
*Destroy All Humans! series*","video game developer; Nordic Games (now THQ Nordic) revived the THQ brand 
in 2016, and all THQ franchises folded to THQ Nordic",1,"Action,Strategy",THQ,64,0.05,17.95,E,2006
Mercury Meltdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sony PSP,,,,,,1,Strategy,,78,0.05,12.95,M,2006
MTX Mototrax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sony PSP,Activision,"Santa Monica, California, United States",1979.0,"*Call of Duty*
*Guitar Hero*
*Spyro*
*Pitfall!*","video game developer; acquired Neversoft in 1999 and Infinity Ward in 2003; 
acquired several other developers as well; merged with Vivendi to form Activision 
Blizzard in 2008",1,"Racing / Driving,Sports",Activision,67,0.05,19.95,M,2006
Snoopy vs. the Red Baron,6.0,6.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,1.0,6.0,Sony PSP,Namco,"Tokyo, Japan",1955.0,"*Tekken*
*Pac-Man*
*Ace Combat*
*Time Crisis*
*Ridge Racer*","no longer publishes video games; video game division merged with Bandai's 
video game operations as Namco Bandai Games (then Bandai Namco Entertainment)",1,Action,Namco,76,0.05,17.95,E,2006
Super Monkey Ball Adventure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sony PSP,Sega,"Tokyo, Japan",1960.0,"*Sonic the Hedgehog* series
*Phantasy Star* series
*Virtua Fighter series*",video game developer; merged with Sammy Studios as Sega Sammy Holdings,1,"Action,Racing / Driving",Sega,56,0.05,24.95,E,2006
Ys VI: The Ark of Napishtim,14.716666666666669,22.08333333333333,13.666666666666666,50.0,10.833333333333334,17.933333333333334,22.45,15.5,5.0,12.85,14.366666666666667,17.616666666666667,13.833333333333334,24.0,11.55,14.366666666666667,21.83333333333333,13.0,21.0,10.583333333333334,Sony PSP,Konami,"Tokyo, Japan",1969.0,"*Castlevania*
*Metal Gear*
*Contra*
*International Superstar Soccer*
*Silent Hill*
*Gradius*
*Pro Evolution Soccer*",,1,"Action,Role-Playing (RPG)",Konami,64,0.05,16.95,E,2006
Bomberman Land Touch!,16.416666666666668,21.85,15.0,3.0,10.983333333333333,0.0,0.0,0.0,0.0,0.0,17.133333333333333,22.566666666666663,17.133333333333333,2.0,11.7,15.0,15.0,15.0,1.0,15.0,Nintendo DS,,,,,,1,Action,,78,0.04,24.95,E,2006
Point Blank DS,0.9,2.5,0.15,6.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.5,0.15,6.0,0.3,Nintendo DS,,,,,,1,Action,"Atari,Namco",66,0.04,17.95,M,2006
Scurge: Hive,10.783333333333331,13.483333333333333,9.816666666666666,13.0,8.65,13.35,14.783333333333331,13.35,2.0,11.916666666666666,0.0,0.0,0.0,0.0,0.0,10.316666666666666,13.3,9.583333333333334,11.0,8.466666666666667,Nintendo DS,,,,,,1,Action,,70,0.04,8.95,M,2006
Star Trek: Tactical Assault,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nintendo DS,Ubisoft,"Montreuil-sous-Bois, France",1986.0,"*Rayman* series
*Assassin's Creed* series
*Far Cry* series
*Ghost Recon* series
*Splinter Cell* series
*Just Dance* series",video game developer,1,"Action,Strategy",Ubisoft,63,0.04,17.95,T,2006
Tao's Adventure: Curse of the Demon Seal,45.0,45.0,45.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,45.0,1.0,45.0,Nintendo DS,Konami,"Tokyo, Japan",1969.0,"*Castlevania*
*Metal Gear*
*Contra*
*International Superstar Soccer*
*Silent Hill*
*Gradius*
*Pro Evolution Soccer*",,1,Role-Playing (RPG),Konami,50,0.04,14.95,E,2006
Ford Bold Moves Street Racing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sony PSP,Eidos,"London, England, United Kingdom",1990.0,"*Tomb Raider* series
*Hitman* series
*Championship Manager series*","Eidos Interactive; absorbed by Square Enix Europe in 2009. Several assets including Crystal 
Dynamics, Eidos-Montreal, along with related franchises like *Tomb Raider* 
were acquired by Embracer Group in 2022",1,Racing / Driving,Eidos,52,0.04,17.95,T,2006
Gitaroo Man Lives!,2.4333333333333336,3.5666666666666664,1.8833333333333333,7.0,1.65,0.0,0.0,0.0,0.0,0.0,2.6833333333333336,3.283333333333333,2.6833333333333336,2.0,2.083333333333333,2.333333333333333,3.55,1.8833333333333333,5.0,1.6333333333333333,Sony PSP,,,,,,1,Simulation,,80,0.04,22.95,E,2006
Gradius Collection,10.116666666666667,10.183333333333334,10.116666666666667,2.0,10.05,0.0,0.0,0.0,0.0,0.0,10.25,10.25,10.25,1.0,10.25,10.0,10.0,10.0,1.0,10.0,Sony PSP,Konami,"Tokyo, Japan",1969.0,"*Castlevania*
*Metal Gear*
*Contra*
*International Superstar Soccer*
*Silent Hill*
*Gradius*
*Pro Evolution Soccer*",,1,Action,Konami,76,0.04,17.95,T,2006
The Legend of Heroes II: Prophecy of the Moonli...,24.7,29.366666666666667,22.8,8.0,20.916666666666668,35.0,35.0,35.0,1.0,35.0,22.5,23.75,22.5,2.0,21.25,23.53333333333333,26.03333333333333,20.616666666666667,5.0,20.08333333333333,Sony PSP,Namco,"Tokyo, Japan",1955.0,"*Tekken*
*Pac-Man*
*Ace Combat*
*Time Crisis*
*Ridge Racer*","no longer publishes video games; video game division merged with Bandai's 
video game operations as Namco Bandai Games (then Bandai Namco Entertainment)",1,Role-Playing (RPG),Namco,63,0.04,17.95,E,2006
Pac-Man World Rally,2.75,3.866666666666666,2.75,2.0,1.6166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,3.866666666666666,2.75,2.0,1.6166666666666667,Sony PSP,Namco,"Tokyo, Japan",1955.0,"*Tekken*
*Pac-Man*
*Ace Combat*
*Time Crisis*
*Ridge Racer*","no longer publishes video games; video game division merged with Bandai's 
video game operations as Namco Bandai Games (then Bandai Namco Entertainment)",1,"Action,Racing / Driving",Namco,51,0.04,17.95,T,2006
Bomberman: Act Zero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,X360,Konami,"Tokyo, Japan",1969.0,"*Castlevania*
*Metal Gear*
*Contra*
*International Superstar Soccer*
*Silent Hill*
*Gradius*
*Pro Evolution Soccer*",,1,Action,Konami,34,0.04,12.95,E,2006
Earth Defense Force 2017,22.466666666666665,45.86666666666667,11.0,23.0,12.05,60.5,60.75,60.5,2.0,60.25,33.5,51.5,22.5,8.0,19.0,9.85,12.45,10.0,13.0,8.633333333333333,X360,,,,,,2,Action,,69,0.03,17.95,T,2006
WarTech: Senko no Ronde,25.883333333333333,57.25,1.1666666666666667,4.0,6.883333333333333,101.0,101.0,101.0,1.0,101.0,0.0,0.0,0.0,0.0,0.0,0.85,1.1166666666666667,1.0,3.0,0.5833333333333334,X360,Ubisoft,"Montreuil-sous-Bois, France",1986.0,"*Rayman* series
*Assassin's Creed* series
*Far Cry* series
*Ghost Recon* series
*Splinter Cell* series
*Just Dance* series",video game developer,2,Action,Ubisoft,60,0.03,12.95,T,2006
MechAssault: Phantom War,7.5,8.116666666666667,7.0,3.0,6.866666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,8.116666666666667,7.0,3.0,6.866666666666667,Nintendo DS,,,,,,1,Action,,66,0.03,12.95,E,2006
Astonishia Story,19.05,20.183333333333337,19.15,3.0,17.916666666666668,16.733333333333334,16.733333333333334,16.733333333333334,1.0,16.733333333333334,21.28333333333333,21.28333333333333,21.28333333333333,1.0,21.28333333333333,19.15,19.15,19.15,1.0,19.15,Sony PSP,Ubisoft,"Montreuil-sous-Bois, France",1986.0,"*Rayman* series
*Assassin's Creed* series
*Far Cry* series
*Ghost Recon* series
*Splinter Cell* series
*Just Dance* series",video game developer,1,"Role-Playing (RPG),Strategy",Ubisoft,48,0.03,16.95,T,2006
B-Boy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sony PSP,Sony,"San Mateo, California, United States",1993.0,"*Ratchet & Clank* series
*Jak and Daxter* series
*God of War* series
*Killzone* series
*Uncharted* series
*Resistance* series",a.k.a. Sony Interactive Entertainment; publishing under the PlayStation Studios label since 2020,1,Action,Sony,50,0.03,17.95,E,2006
BattleZone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sony PSP,Atari,"Sunnyvale, California, United States",1972.0,"*Pong*
*Breakout*
*Asteroids*
*Centipede*","bought by Warner Bros. in 1976; closed 1984, assets split between Atari 
Corporation and Atari Games",1,Action,Atari,57,0.03,14.95,E,2006
Bounty Hounds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sony PSP,Namco,"Tokyo, Japan",1955.0,"*Tekken*
*Pac-Man*
*Ace Combat*
*Time Crisis*
*Ridge Racer*","no longer publishes video games; video game division merged with Bandai's 
video game operations as Namco Bandai Games (then Bandai Namco Entertainment)",1,"Action,Strategy",Namco,63,0.03,17.95,T,2006
Bubble Bobble Evolution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sony PSP,,,,,,1,Action,,47,0.03,12.95,E,2006
MotoGP,7.5,7.5,7.5,1.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,7.5,7.5,1.0,7.5,Sony PSP,Sony,"San Mateo, California, United States",1993.0,"*Ratchet & Clank* series
*Jak and Daxter* series
*God of War* series
*Killzone* series
*Uncharted* series
*Resistance* series",a.k.a. Sony Interactive Entertainment; publishing under the PlayStation Studios label since 2020,1,"Racing / Driving,Sports",Sony,69,0.03,32.95,E,2006
OutRun 2006: Coast 2 Coast,5.183333333333334,7.116666666666666,4.0,6.0,3.783333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.183333333333334,7.116666666666666,4.0,6.0,3.783333333333333,Sony PSP,Sega,"Tokyo, Japan",1960.0,"*Sonic the Hedgehog* series
*Phantasy Star* series
*Virtua Fighter series*",video game developer; merged with Sammy Studios as Sega Sammy Holdings,1,Racing / Driving,Sega,82,0.03,17.95,E,2006
Warhammer: Battle for Atluma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sony PSP,Namco,"Tokyo, Japan",1955.0,"*Tekken*
*Pac-Man*
*Ace Combat*
*Time Crisis*
*Ridge Racer*","no longer publishes video games; video game division merged with Bandai's 
video game operations as Namco Bandai Games (then Bandai Namco Entertainment)",1,Strategy,Namco,55,0.03,17.95,M,2006
SBK: Snowboard Kids,6.316666666666666,6.716666666666667,6.316666666666666,2.0,5.9,6.316666666666666,6.716666666666667,6.316666666666666,2.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nintendo DS,,,,,,1,"Action,Sports",,63,0.02,19.95,E,2006
Tenchu: Dark Secret,7.1,7.8,7.1,2.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,7.8,7.1,2.0,6.4,Nintendo DS,Nintendo,"Kyoto, Japan",1889.0,"*Mario*
*The Legend of Zelda*
*Metroid*
*Pokémon*
*Pikmin*
*Kirby*
*Animal Crossing*",video game developer,1,Action,Nintendo,37,0.02,14.95,E,2006
Dungeon Maker: Hunting Ground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sony PSP,,,,,,1,"Action,Role-Playing (RPG)",,70,0.02,14.95,E,2006
Metal Gear Solid: Digital Graphic Novel,3.183333333333333,3.4,3.033333333333333,4.0,3.05,3.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.25,3.4166666666666665,3.033333333333333,3.0,3.083333333333333,Sony PSP,Konami,"Tokyo, Japan",1969.0,"*Castlevania*
*Metal Gear*
*Contra*
*International Superstar Soccer*
*Silent Hill*
*Gradius*
*Pro Evolution Soccer*",,1,Adventure,Konami,78,0.02,17.95,T,2006
Star Trek: Tactical Assault,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sony PSP,Ubisoft,"Montreuil-sous-Bois, France",1986.0,"*Rayman* series
*Assassin's Creed* series
*Far Cry* series
*Ghost Recon* series
*Splinter Cell* series
*Just Dance* series",video game developer,1,"Action,Strategy",Ubisoft,64,0.02,17.95,E,2006
Micro Machines V4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sony PSP,,,,,,2,"Action,Racing / Driving",,61,0.01,17.95,E,2006
